version,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,Faultiness
1.4,7,1,0,3,33,17,2,0,4,0.666667,274,1,0,0,0.375,0,0,37.857143,4,1.2857,FALSE
2,1,1,0,5,1,0,3,2,1,2,1,0,0,0,1,0,0,0,1,1,FALSE
1.4,5,1,0,5,6,8,4,1,3,0.75,20,1,1,0,0.5,0,0,2.8,1,0.6,FALSE
2,11,5,2,7,27,49,2,0,10,0.8,85,1,0,0.944134,0.345455,2,2,6.636364,2,1,FALSE
1.4,10,1,0,6,17,31,6,0,10,0.611111,107,1,0,0,0.4,1,1,9.3,3,1.3,FALSE
2,11,5,2,7,27,49,2,0,10,0.8,85,1,0,0.944134,0.345455,2,2,6.636364,2,1,FALSE
2,12,1,0,19,12,66,13,6,12,2,12,0,0,0,0.316667,0,0,0,1,1,FALSE
1.4,20,2,0,102,55,174,99,4,20,0.729323,548,1,1,0.36,0.283333,1,1,26.05,10,2,FALSE
1.4,4,1,0,6,17,0,4,0,2,0.666667,58,0.5,1,0,0.833333,0,0,13,2,0.75,FALSE
1.4,4,1,0,4,7,0,1,3,4,0.333333,31,1,2,0,0.4375,0,0,6.25,2,1,FALSE
1.1,5,1,0,4,16,0,2,2,5,0.583333,79,0.333333,0,0,0.466667,0,0,14.2,2,1,FALSE
2,5,1,1,6,6,0,5,1,5,0.5,32,1,1,0,0.466667,0,0,5,1,0.8,FALSE
1.1,3,1,0,14,3,3,13,1,3,2,3,0,0,0,1,0,0,0,1,1,FALSE
1.4,2,2,0,3,3,0,1,3,2,1,15,0.5,1,0.923077,0.666667,0,0,5.5,1,0.5,FALSE
1.4,3,1,0,10,4,1,10,0,1,0.75,32,0.25,3,0,0.75,0,0,8.333333,1,0.3333,FALSE
1.4,1,1,0,6,1,0,6,1,1,2,1,0,0,0,1,0,0,0,1,1,FALSE
1.1,2,1,0,8,2,1,7,1,2,2,2,0,0,0,0.666667,0,0,0,1,1,FALSE
1.4,8,1,0,10,27,28,5,0,4,2,198,0,0,0,0.71875,0,0,23.75,2,1,FALSE
1.4,3,1,0,11,4,0,11,0,3,0.5,20,1,0,0,0.555556,0,0,5,1,0.6667,FALSE
1.4,23,1,0,63,23,253,55,11,23,1.045455,25,0,0,0,0.168478,0,0,0,1,1,FALSE
1.1,17,1,2,7,34,72,3,4,9,0.604167,217,1,1,0,0.202614,0,0,11.588235,3,1.0588,FALSE
1.4,5,2,0,8,40,10,2,0,5,2,338,0,0,0.6,0.48,1,3,66.6,14,3.4,FALSE
1.4,15,1,0,14,20,49,12,4,15,0.765306,127,1,2,0,0.26,0,0,7,1,0.7333,FALSE
1.4,8,1,0,12,17,20,11,1,8,0.5,121,1,1,0,0.34375,1,1,13.625,6,1.5,FALSE
1.4,7,1,0,7,23,15,5,0,5,0.888889,148,0.5,0,0,0.4,0,0,19.285714,1,0.7143,FALSE
1.4,8,1,0,26,8,28,24,3,8,2,8,0,0,0,1,0,0,0,1,1,FALSE
1.4,43,4,0,14,103,739,1,14,41,0.940476,642,1,0,0.592233,0.372093,3,5,13.465116,1,0.9767,FALSE
1.4,11,5,2,6,28,49,2,0,10,0.8,95,1,0,0.924812,0.431818,2,2,7.545455,2,1.0909,FALSE
2,11,1,0,4,25,23,3,1,7,0.766667,215,1,0,0,0.242424,0,0,18,3,1.0909,FALSE
1.1,5,1,0,4,16,0,2,2,5,0.583333,79,0.333333,0,0,0.466667,0,0,14.2,2,1,FALSE
