version,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,Faultiness
1.4,27,6,0,14,67,273,1,0,20,0.730769,483,0.666667,0,0.826667,0.145062,4,6,16.666667,8,1.8519,FALSE
2,5,1,0,7,26,4,1,6,3,0,158,1,0,0,0.525,0,0,30.2,4,1.8,FALSE
2,8,2,0,16,52,16,2,0,5,0.666667,336,1,1,0.740741,0.46875,1,1,40.625,2,1,FALSE
2,11,1,0,2,15,17,2,0,11,0.725,95,1,0,0,0.727273,0,0,7.272727,2,0.9091,FALSE
2,31,1,0,97,31,465,84,16,31,1.033333,33,0,0,0,0.132258,0,0,0,1,1,FALSE
1.4,7,4,0,7,26,0,0,7,7,0.611111,145,1,0,0.910448,0.357143,0,0,19.285714,1,0.8571,FALSE
1.1,7,1,0,28,7,21,26,2,7,2,7,0,0,0,1,0,0,0,1,1,FALSE
1.4,2,1,0,15,2,1,15,0,2,2,2,0,0,0,1,0,0,0,1,1,FALSE
1.4,4,1,0,2,8,4,0,0,4,0.666667,24,1,1,0,0.5,0,0,4.75,1,0.75,FALSE
1.4,13,1,0,28,13,78,24,9,13,2,13,0,0,0,0.185897,0,0,0,1,1,FALSE
2,5,1,0,6,17,10,4,2,4,2,112,0,0,0,0.25,0,0,21.4,3,1.6,FALSE
1.4,22,4,0,7,36,161,0,7,22,0.895238,243,1,0,0.743902,0.363636,2,2,9.590909,1,0.9545,FALSE
1.4,9,1,0,4,11,28,3,1,9,0.875,60,1,2,0,0.481481,0,0,5.222222,2,1.1111,FALSE
2,2,2,0,2,4,1,1,1,2,2,11,0,0,0.666667,0.666667,1,1,4.5,1,0.5,FALSE
1.4,18,2,0,25,85,133,2,0,6,0.781513,568,1,1,0.272727,0.313725,1,3,30.166667,11,2.0556,FALSE
1.1,2,2,0,3,6,1,1,2,2,2,48,0,0,0.833333,0.666667,0,0,23,6,3,FALSE
1.4,4,1,0,3,21,6,2,1,4,2,97,0,0,0,0.4,0,0,23.25,3,2,FALSE
2,12,2,0,7,29,30,2,5,11,0.757576,171,1,1,0.388889,0.25,1,1,12.75,2,1.1667,FALSE
1.4,12,5,0,3,25,66,0,0,12,2,67,0,0,0.91791,0.472222,1,1,4.583333,1,0.9167,FALSE
1.4,3,1,0,2,5,0,1,1,3,0,22,1,1,0,0.555556,0,0,6,2,1,FALSE
2,2,1,0,6,21,1,3,3,1,2,144,0,0,0,0.5,0,0,71,10,5,FALSE
1.4,7,1,0,6,25,15,6,0,5,0.5,1207,1,0,0,0.291667,0,0,171.285714,4,2.4286,FALSE
1.4,1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,FALSE
1.4,11,1,0,13,12,55,11,2,10,1,20,0,1,0,0.52,0,0,0.727273,1,0.9091,FALSE
1.4,9,1,0,6,18,0,2,0,9,0.5,65,0.5,2,0,0.407407,0,0,6,1,0.8889,FALSE
1.4,3,1,0,10,4,0,10,1,3,0.5,20,1,1,0,0.555556,0,0,5,1,0.6667,FALSE
2,5,1,1,26,11,0,24,2,5,0.375,41,1,1,0,0.466667,0,0,6.8,1,0.8,FALSE
2,3,3,0,5,9,0,1,4,3,0.833333,40,0.666667,2,0.875,0.5,0,0,11.333333,1,0.6667,FALSE
1.4,10,2,0,10,41,15,0,10,8,0.694444,214,1,0,0.5,0.4,0,0,20,7,1.6,FALSE
1.1,5,1,0,6,11,0,4,2,5,0.375,41,1,1,0,0.466667,0,0,6.8,1,0.8,FALSE
1.4,4,1,0,5,9,0,4,0,4,0.333333,34,1,1,0,0.5,0,0,7,1,0.75,FALSE
2,2,1,0,4,3,1,4,1,1,1,8,0,1,0,1,0,0,2.5,1,0.5,FALSE
1.4,7,4,0,2,20,21,1,0,7,2,67,0,0,0.910448,0.571429,2,2,8.571429,2,1,FALSE
1.4,43,4,0,14,103,739,1,14,41,0.940476,642,1,0,0.592233,0.372093,3,5,13.465116,1,0.9767,FALSE
1.4,7,1,0,38,7,21,38,0,7,2,7,0,0,0,0.571429,0,0,0,1,1,FALSE
1.4,2,1,0,4,9,1,1,3,2,2,43,0,0,0,0.5,1,1,20.5,7,3.5,FALSE
1.4,15,1,0,8,36,35,2,6,15,0.666667,214,1,3,0,0.25,1,1,12.866667,3,1.0667,FALSE
1.4,3,1,0,4,13,0,1,3,3,0.5,60,1,4,0,0.666667,0,0,17.666667,3,1.3333,FALSE
1.4,7,1,1,5,14,13,1,4,7,0.75,56,1,1,0,0.314286,0,0,6.714286,3,1.1429,FALSE
1.4,3,1,0,5,31,3,1,0,3,2,223,0,0,0,0.555556,0,0,73.333333,8,5.3333,FALSE
1.4,25,3,1,15,85,210,1,0,10,0.75,542,1,0,0.783019,0.192308,1,5,20.52,6,1.6,FALSE
