Release,Order,NR,NREF,NFIX,NAUTH,LINES_SUM,LINES_MAX,LINES_AVG,CHURN_SUM,CHURN_MAX,CHURN_AVG,CHGSET_SUM,CHGSET_MAX,CHGSET_AVG,AGE,AGE_WEIGHTED,Impl,LOC.A,LOC.M,LOC.D,Violations,Faultiness
100,FIRST,3,0,1,1,14,7,7,14,7,7,18,7,6,25,NA,2,14,2,0,43,FALSE
100,FIRST,4,0,4,1,0,0,0,0,0,0,27,11,6,25,NA,0,0,0,0,5,TRUE
100,FIRST,30,0,18,1,484,201,39,450,167,37,141,11,4,25,NA,12,467,107,17,86,TRUE
100,FIRST,5,0,3,1,27,14,13,27,14,13,23,8,4,25,NA,2,27,0,0,59,FALSE
100,FIRST,16,0,10,4,84,70,13,-30,-42,-5,118,26,7,25,NA,6,27,26,57,0,FALSE
100,FIRST,14,0,7,4,316,269,45,-176,-181,-25,111,26,7,24,NA,7,70,91,246,0,TRUE
100,FIRST,9,0,5,2,37,27,8,31,21,8,52,26,5,24,NA,4,34,25,3,70,TRUE
100,FIRST,8,0,4,3,90,72,22,54,36,14,80,26,10,24,NA,4,72,4,18,0,FALSE
100,FIRST,17,0,5,3,149,82,11,135,70,11,58,14,3,24,NA,12,142,37,7,0,FALSE
100,FIRST,6,0,1,1,45,18,9,45,18,9,32,14,5,24,NA,5,45,6,0,0,FALSE
100,FIRST,7,0,4,1,45,20,15,45,20,15,22,6,3,23,NA,3,45,0,0,110,FALSE
100,FIRST,4,0,1,2,5,5,1,5,5,1,40,29,10,23,NA,3,5,7,0,0,FALSE
100,FIRST,3,0,3,2,0,0,0,0,0,0,6,3,2,23,NA,0,0,0,0,78,FALSE
100,FIRST,6,0,1,2,31,18,6,31,18,6,29,11,4,23,NA,5,31,8,0,66,FALSE
100,FIRST,6,0,2,2,12,8,3,12,8,3,10,2,1,23,NA,4,12,10,0,95,TRUE
100,FIRST,14,0,4,3,170,51,17,170,51,17,112,26,7,23,NA,10,170,19,0,0,TRUE
100,FIRST,12,0,4,1,275,137,34,179,81,22,36,6,2,23,NA,8,227,43,48,64,TRUE
100,FIRST,5,0,1,3,7,3,1,5,1,1,46,29,7,23,NA,4,6,2,1,39,TRUE
100,FIRST,12,0,8,4,21,13,5,5,1,1,48,10,3,23,NA,4,13,3,8,0,FALSE
100,FIRST,4,0,4,3,0,0,0,0,0,0,24,8,4,23,NA,0,0,0,0,0,FALSE
100,FIRST,2,0,0,3,52,52,26,52,52,26,13,8,4,23,NA,2,52,1,0,5,FALSE
100,FIRST,9,0,3,2,45,36,7,45,36,7,89,26,9,23,NA,6,45,5,0,0,TRUE
100,FIRST,1,0,1,1,0,0,0,0,0,0,5,5,5,23,NA,0,0,0,0,33,FALSE
100,FIRST,1,0,0,1,37,37,37,37,37,37,3,3,3,22,NA,1,37,1,0,17,TRUE
100,FIRST,2,0,1,2,0,0,0,0,0,0,9,5,4,22,NA,1,0,1,0,0,FALSE
100,FIRST,3,0,2,2,21,21,21,-5,-5,-5,10,5,3,22,NA,1,8,15,13,0,FALSE
